"Year","Activity","Source","Destination","Energy (MW.h)","Total Value (CAN$)","Price (CAN$/MW.h)"
"2004","Exports","Alberta","Washington","124287.0000","5840711.3300","46.99"
"2004","Exports","British Columbia","Alaska","1180.3200","84666.9500","71.73"
"2004","Exports","British Columbia","Arizona","103908.0000","7730829.9500","74.40"
"2004","Exports","British Columbia","California","2484223.0000","140520938.3400","56.57"
"2004","Exports","British Columbia","Colorado","4268.0000","317153.1400","74.31"
"2004","Exports","British Columbia","Idaho","32781.0000","2496696.9700","76.16"
"2004","Exports","British Columbia","Illinois","1168.0000","90692.9500","77.65"
"2004","Exports","British Columbia","Iowa","6.0000","0.0000","0.00"
"2004","Exports","British Columbia","Montana","40136.0000","2517332.5200","62.72"
"2004","Exports","British Columbia","Nevada","117178.0000","9832309.4500","83.91"
"2004","Exports","British Columbia","New Mexico","44494.0000","3617949.6200","81.31"
"2004","Exports","British Columbia","Oregon","425430.0000","28313815.5200","66.55"
"2004","Exports","British Columbia","Pennsylvania","12.0000","0.0000","0.00"
"2004","Exports","British Columbia","Total","5393190.1700","290499387.7200","53.86"
"2004","Exports","British Columbia","Utah","14820.0000","1358117.1200","91.64"
"2004","Exports","British Columbia","Washington","2104504.8500","91983171.4900","43.71"
"2004","Exports","British Columbia","Wyoming","19081.0000","1635713.7000","85.72"
"2004","Exports","Manitoba","Minn / N. Dakota","6483842.4800","377841693.0800","58.27"
"2004","Exports","Manitoba","Total","6483842.4800","377841693.0800","58.27"
"2004","Exports","New Brunswick","Maine","2305506.7000","136784667.1900","58.51"
"2004","Exports","New Brunswick","Total","2305506.7000","136784667.1900","58.51"
"2004","Exports","Nova Scotia","Maine","115405.0000","6123484.0000","53.06"
"2004","Exports","Nova Scotia","Total","115405.0000","6123484.0000","53.06"
"2004","Exports","Ontario","Illinois","150.0000","6709.8700","44.73"
"2004","Exports","Ontario","Massachusetts","72.0000","715.5100","9.94"
"2004","Exports","Ontario","Michigan","2053793.5740","92466431.4400","45.02"
"2004","Exports","Ontario","Minnesota","262193.0000","17699581.0100","61.41"
"2004","Exports","Ontario","New England-ISO","4944.0000","296662.0200","60.00"
"2004","Exports","Ontario","New York","5775567.3780","294730978.7100","50.62"
"2004","Exports","Ontario","Ohio","2828.0000","198773.0000","70.29"
"2004","Exports","Ontario","Pennsylvania","81965.0000","5195604.3500","63.39"
"2004","Exports","Ontario","Total","8181512.9520","410595455.9100","49.70"
"2004","Exports","Québec","Maine","1448916.3800","74486212.2800","51.41"
"2004","Exports","Québec","New England-ISO","2626857.0000","193786773.8600","73.77"
"2004","Exports","Québec","New York","3680953.0000","312339146.4600","81.26"
"2004","Exports","Québec","Total","9478025.3800","743074996.7500","66.52"
"2004","Exports","Québec","Vermont","1721299.0000","162462864.1500","36.67"
"2004","Exports","Saskatchewan","California","1.0000","21.0000","21.00"
"2004","Exports","Saskatchewan","Illinois","22.0000","995.0000","45.23"
"2004","Exports","Saskatchewan","Michigan","105.0000","189.0000","1.80"
"2004","Exports","Saskatchewan","North Dakota","685395.0000","41965957.3300","60.86"
"2004","Exports","Saskatchewan","Pennsylvania","21.0000","1546.0400","73.62"
"2004","Exports","Saskatchewan","Tennessee","2.0000","128.8100","64.41"
"2004","Exports","Saskatchewan","Total","685546.0000","41968837.1800","60.85"
"2004","Exports","Total","Alaska","1180.3200","84666.9500","71.73"
"2004","Exports","Total","Arizona","103908.0000","7730829.9500","74.40"
"2004","Exports","Total","California","2484224.0000","140520959.3400","56.57"
"2004","Exports","Total","Colorado","4268.0000","317153.1400","74.31"
"2004","Exports","Total","Idaho","32781.0000","2496696.9700","76.16"
"2004","Exports","Total","Illinois","2104.0000","125737.3800","59.76"
"2004","Exports","Total","Iowa","6.0000","0.0000","0.00"
"2004","Exports","Total","Maine","3869828.0800","217394363.4700","55.69"
"2004","Exports","Total","Massachusetts","72.0000","715.5100","9.94"
"2004","Exports","Total","Michigan","2054386.5740","92466620.4400","45.01"
"2004","Exports","Total","Minn / N. Dakota","6483842.4800","377841693.0800","58.27"
"2004","Exports","Total","Minnesota","262193.0000","17699581.0100","61.41"
"2004","Exports","Total","Montana","40136.0000","2517332.5200","62.72"
"2004","Exports","Total","Nevada","117178.0000","9832309.4500","83.91"
"2004","Exports","Total","New England-ISO","2631801.0000","194083435.8800","73.75"
"2004","Exports","Total","New Mexico","44494.0000","3617949.6200","81.31"
"2004","Exports","Total","New York","9456520.3780","607070125.1700","62.55"
"2004","Exports","Total","North Dakota","685395.0000","41965957.3300","60.86"
"2004","Exports","Total","Ohio","2828.0000","198773.0000","70.29"
"2004","Exports","Total","Oregon","426503.0000","28367095.3600","66.51"
"2004","Exports","Total","Pennsylvania","86274.0000","5507040.8400","63.83"
"2004","Exports","Total","Tennessee","2.0000","128.8100","64.41"
"2004","Exports","Total","Total","32773916.6820","2013119743.0100","57.80"
"2004","Exports","Total","Utah","14820.0000","1358117.1200","91.64"
"2004","Exports","Total","Vermont","1721299.0000","162462864.1500","36.67"
"2004","Exports","Total","Washington","2228791.8500","97823882.8200","43.89"
"2004","Exports","Total","Wyoming","19081.0000","1635713.7000","85.72"
"2004","Imports","Arizona","British Columbia","20303.0000","776736.1800","38.26"
"2004","Imports","Arizona","Total","20303.0000","776736.1800","38.26"
"2004","Imports","Illinois","Ontario","18123.0000","1288533.1000","71.10"
"2004","Imports","Illinois","Total","18123.0000","1288533.1000","71.10"
"2004","Imports","Iowa","British Columbia","471.0000","0.0000","0.00"
"2004","Imports","Iowa","Ontario","150.0000","9086.3000","60.58"
"2004","Imports","Iowa","Total","621.0000","9086.3000","14.63"
"2004","Imports","Kansas","Ontario","206.0000","20337.0000","98.72"
"2004","Imports","Kansas","Total","206.0000","20337.0000","98.72"
"2004","Imports","Maine","New Brunswick","44383.6000","3618614.7700","81.53"
"2004","Imports","Maine","Québec","240484.0000","19008498.8800","79.04"
"2004","Imports","Maine","Total","284867.6000","22627113.6500","79.43"
"2004","Imports","Massachusetts","Ontario","35.0000","3356.4000","95.90"
"2004","Imports","Massachusetts","Total","35.0000","3356.4000","95.90"
"2004","Imports","Michigan","Ontario","5258328.7600","247780777.5900","47.07"
"2004","Imports","Michigan","Total","5258328.7600","247780777.5900","47.07"
"2004","Imports","Minn / N. Dakota","Manitoba","2554588.0000","160398676.4700","62.79"
"2004","Imports","Minn / N. Dakota","Ontario","62.0000","2390.2200","38.55"
"2004","Imports","Minn / N. Dakota","Total","2554650.0000","160401066.6900","62.79"
"2004","Imports","Minnesota","Alberta","25.0000","1489.0000","59.56"
"2004","Imports","Minnesota","Ontario","1079672.6840","51800869.1400","47.98"
"2004","Imports","Minnesota","Total","1079697.6840","51802358.1400","47.98"
"2004","Imports","Missouri","Ontario","6276.0000","372940.3400","59.42"
"2004","Imports","Missouri","Total","6276.0000","372940.3400","59.42"
"2004","Imports","Montana","Alberta","1463.0000","73450.0300","50.21"
"2004","Imports","Montana","British Columbia","74784.0000","3274757.3000","43.79"
"2004","Imports","Montana","Total","76247.0000","3348207.3300","43.91"
"2004","Imports","Nebraska","British Columbia","2533.0000","49342.1800","19.48"
"2004","Imports","Nebraska","Ontario","42.0000","1722.0000","41.00"
"2004","Imports","Nebraska","Total","2575.0000","51064.1800","19.83"
"2004","Imports","Nevada","British Columbia","14948.0000","503823.9800","33.71"
"2004","Imports","Nevada","Total","14948.0000","503823.9800","33.71"
"2004","Imports","New Jersey","Ontario","400.0000","29410.0000","73.53"
"2004","Imports","New Jersey","Total","400.0000","29410.0000","73.53"
"2004","Imports","New Mexico","British Columbia","22224.0000","719609.8400","32.38"
"2004","Imports","New Mexico","Total","22224.0000","719609.8400","32.38"
"2004","Imports","New York","Ontario","1045093.9500","68049933.2200","65.10"
"2004","Imports","New York","Québec","3219328.0000","183160191.7100","56.89"
"2004","Imports","New York","Total","4264421.9500","251210124.9300","58.90"
"2004","Imports","North Dakota","Ontario","11.0000","1015.1800","92.29"
"2004","Imports","North Dakota","Saskatchewan","1082597.0000","40049146.6800","36.99"
"2004","Imports","North Dakota","Total","1082608.0000","40050161.8600","36.99"
"2004","Imports","Ohio","Ontario","67940.0000","4141903.2800","60.96"
"2004","Imports","Ohio","Total","67940.0000","4141903.2800","60.96"
"2004","Imports","Oklahoma","Ontario","450.0000","27530.8600","61.18"
"2004","Imports","Oklahoma","Total","450.0000","27530.8600","61.18"
"2004","Imports","Oregon","British Columbia","77434.0000","2792201.7400","36.06"
"2004","Imports","Oregon","Total","77434.0000","2792201.7400","36.06"
"2004","Imports","Pennsylvania","Nova Scotia","40146.0000","3100382.0000","77.23"
"2004","Imports","Pennsylvania","Ontario","222653.0000","9067297.1900","40.72"
"2004","Imports","Pennsylvania","Total","262799.0000","12167679.1900","46.30"
"2004","Imports","South Dakota","Ontario","841.0000","72270.9500","85.93"
"2004","Imports","South Dakota","Total","841.0000","72270.9500","85.93"
"2004","Imports","Texas","Ontario","250.0000","17120.3100","68.48"
"2004","Imports","Texas","Total","250.0000","17120.3100","68.48"
"2004","Imports","Total","Alberta","366611.0000","20836337.9200","56.84"
"2004","Imports","Total","British Columbia","6999817.0000","267358192.4400","38.20"
"2004","Imports","Total","Manitoba","2554588.0000","160398676.4700","62.79"
"2004","Imports","Total","New Brunswick","44383.6000","3618614.7700","81.53"
"2004","Imports","Total","Nova Scotia","40146.0000","3100382.0000","77.23"
"2004","Imports","Total","Ontario","7700534.3940","382686493.0800","49.66"
"2004","Imports","Total","Québec","3459812.0000","202168690.5900","58.43"
"2004","Imports","Total","Saskatchewan","1082597.0000","40049146.6800","36.99"
"2004","Imports","Total","Total","22248488.9940","1080216533.9500","48.54"
"2004","Imports","Washington","Alberta","365123.0000","20761398.8900","56.86"
"2004","Imports","Washington","British Columbia","6711824.0000","257249091.5600","38.33"
"2004","Imports","Washington","Total","7076947.0000","278010490.4500","39.28"
"2004","Imports","Wyoming","British Columbia","75296.0000","1992629.6600","26.46"
"2004","Imports","Wyoming","Total","75296.0000","1992629.6600","26.46"
"2005","Exports","Alberta","North Dakota","925.0000","36148.0000","39.08"
"2005","Exports","Alberta","Oregon","3403.0000","149977.2500","44.07"
"2005","Exports","Alberta","Total","85686.0000","4488989.0400","52.39"
"2005","Exports","Alberta","Washington","81358.0000","4302863.7900","52.89"
"2005","Exports","British Columbia","Alaska","1302.7200","93446.9400","71.73"
"2005","Exports","British Columbia","Arizona","82563.0000","8150440.1700","98.72"
"2005","Exports","British Columbia","California","4131518.0000","361722914.5200","87.55"
"2005","Exports","British Columbia","Colorado","6206.0000","536988.1100","86.53"
"2005","Exports","British Columbia","Idaho","89112.0000","8575318.2200","96.23"
"2005","Exports","British Columbia","Indiana","1.0000","0.0000","0.00"
"2005","Exports","British Columbia","Iowa","2.0000","0.0000","0.00"
"2005","Exports","British Columbia","Missouri","27.0000","0.0000","0.00"
"2005","Exports","British Columbia","Montana","109021.0000","7511920.7400","68.90"
"2005","Exports","British Columbia","Nebraska","306.0000","25454.4900","83.18"
"2005","Exports","British Columbia","Nevada","288121.0000","26405494.3000","91.65"
"2005","Exports","British Columbia","New Mexico","82323.0000","8353031.2300","101.47"
"2005","Exports","British Columbia","Oregon","518084.9900","39480733.7900","76.21"
"2005","Exports","British Columbia","Total","7848497.6100","675752038.9200","86.10"
"2005","Exports","British Columbia","Utah","41018.0000","4242055.2800","103.42"
"2005","Exports","British Columbia","Washington","2451212.9000","206100545.4200","84.08"
"2005","Exports","British Columbia","Wisconsin","68.0000","0.0000","0.00"
"2005","Exports","British Columbia","Wyoming","47611.0000","4553695.7100","95.64"
"2005","Exports","Manitoba","Minn / N. Dakota","11480985.8330","579561862.1700","Confidential"
"2005","Exports","Manitoba","Total","11480985.8330","579561862.1700","Confidential"
"2005","Exports","New Brunswick","Maine","2909714.1820","231512515.1400","78.53"
"2005","Exports","New Brunswick","New England-ISO","39556.0000","4204496.5200","106.29"
"2005","Exports","New Brunswick","New York","25143.0000","3137529.8700","124.79"
"2005","Exports","New Brunswick","Total","2974413.1820","238854541.5300","79.29"
"2005","Exports","Nova Scotia","Maine","104282.0000","8366513.0000","80.23"
"2005","Exports","Nova Scotia","New England-ISO","143.0000","38753.7500","271.01"
"2005","Exports","Nova Scotia","Total","104425.0000","8405266.7500","80.49"
"2005","Exports","Ontario","Illinois","1138.0000","65402.0600","57.47"
"2005","Exports","Ontario","Indiana","11767.0000","1177142.1400","100.04"
"2005","Exports","Ontario","Massachusetts","59125.0000","6099848.1800","103.17"
"2005","Exports","Ontario","Michigan","1681054.9190","96749335.1000","57.55"
"2005","Exports","Ontario","Minnesota","128290.0000","10032292.6500","60.07"
"2005","Exports","Ontario","Missouri","12281.0000","937324.8500","76.32"
"2005","Exports","Ontario","New England-ISO","78389.0000","10341142.9100","131.92"
"2005","Exports","Ontario","New York","6530298.5800","444346779.4600","67.63"
"2005","Exports","Ontario","Ohio","48807.0000","4580358.7900","93.85"
"2005","Exports","Ontario","Pennsylvania","30410.0000","2060738.3400","67.77"
"2005","Exports","Ontario","Total","8581560.4990","576390364.4800","66.58"
"2005","Exports","Québec","Maine","770288.3800","44557925.8300","57.85"
"2005","Exports","Québec","Massachusetts","4032.0000","455648.0100","113.01"
"2005","Exports","Québec","New England-ISO","3764468.0000","368061091.2700","97.77"
"2005","Exports","Québec","New York","4160258.0000","411273004.6200","96.20"
"2005","Exports","Québec","Total","10565127.3800","983320064.5500","83.30"
"2005","Exports","Québec","Vermont","1866081.0000","158972394.8200","35.78"
"2005","Exports","Saskatchewan","North Dakota","691397.0000","40643518.2800","58.26"
"2005","Exports","Saskatchewan","Total","691397.0000","40643518.2800","58.26"
"2005","Exports","Total","Alaska","1302.7200","93446.9400","71.73"
"2005","Exports","Total","Arizona","82563.0000","8150440.1700","98.72"
